"","trust_code","geo_code","p_trust","p_geo"
"131","RF4","E09000026",0.319001386962552,0.688622754491018
"132","RF4","E10000012",0.0520110957004161,0.038148524923703
"133","RFF","E08000016",0.968926553672316,0.963483146067416
"134","RFF","E08000034",0.0310734463276836,0.0179445350734095
"135","RFR","E08000017",0.0344168260038241,0.0415704387990762
"136","RFR","E08000018",0.925430210325048,0.9272030651341
"137","RFR","E08000019",0.0401529636711281,0.0232300884955752
"138","RFS","E10000007",1,0.391891891891892
"139","RGM","E10000003",0.46969696969697,0.0476190476190476
"140","RGM","E10000012",0.287878787878788,0.00966429298067141
"141","RGM","E10000015",0.242424242424242,0.00873839432004369
"142","RGN","E06000017",0.0181219110378913,1
"143","RGN","E06000031",0.43163097199341,1
"144","RGN","E06000055",0.0197693574958814,0.0242424242424242
"145","RGN","E10000003",0.395387149917628,0.368663594470046
"146","RGN","E10000019",0.135090609555189,0.151291512915129
"147","RGP","E10000020",0.423387096774194,0.142276422764228
"148","RGP","E10000029",0.576612903225806,0.192982456140351
"149","RGR","E10000020",0.149425287356322,0.035230352303523
"150","RGR","E10000029",0.850574712643678,0.199730094466937
"151","RGT","E10000003",0.731601731601732,0.519201228878648
"152","RGT","E10000012",0.0930735930735931,0.0218718209562564
"153","RGT","E10000015",0.0649350649350649,0.0163844893500819
"154","RGT","E10000029",0.11038961038961,0.0688259109311741
"155","RH5","E10000027",1,0.59846547314578
"156","RH8","E10000008",1,0.615803814713896
"157","RHM","E06000045",0.547811993517018,1
"158","RHM","E10000014",0.452188006482982,0.203947368421053
"159","RHQ","E08000016",0.0139484978540773,0.0365168539325843
"160","RHQ","E08000018",0.0278969957081545,0.0498084291187739
"161","RHQ","E08000019",0.947424892703863,0.976769911504425
"162","RHQ","E10000007",0.0107296137339056,0.00965250965250965
"163","RHU","E06000044",0.340836012861736,1
"164","RHU","E10000014",0.659163987138264,0.299707602339181
"165","RHW","E06000036",0.0573913043478261,0.259842519685039
"166","RHW","E06000037",0.163478260869565,0.691176470588235
"167","RHW","E06000038",0.36695652173913,1
"168","RHW","E06000039",0.0295652173913043,0.0497076023391813
"169","RHW","E06000040",0.0226086956521739,0.0787878787878788
"170","RHW","E06000041",0.297391304347826,0.914438502673797
"171","RHW","E10000025",0.0626086956521739,0.0583468395461912
"172","RJ1","E09000004",0.0212527964205817,0.0426008968609865
"173","RJ1","E09000006",0.0145413870246085,0.0231729055258467
"174","RJ1","E09000008",0.0123042505592841,0.0151724137931034
"175","RJ1","E09000011",0.0302013422818792,0.0596026490066225
"176","RJ1","E09000022",0.287472035794183,0.363507779349364
"177","RJ1","E09000023",0.0838926174496644,0.112612612612613
"178","RJ1","E09000028",0.403803131991051,0.487837837837838
"179","RJ1","E09000032",0.0335570469798658,0.0746268656716418
"180","RJ1","E09000033",0.0682326621923937,0.145933014354067
"181","RJ1","E10000016",0.0313199105145414,0.0135724672806592
"182","RJ1","E10000030",0.0134228187919463,0.00657174151150055
"183","RJ2","E09000004",0.211221122112211,0.573991031390135
"184","RJ2","E09000006",0.0528052805280528,0.114081996434938
"185","RJ2","E09000011",0.33003300330033,0.883002207505519
"186","RJ2","E09000023",0.394389438943894,0.717717717717718
"187","RJ2","E09000028",0.0115511551155116,0.0189189189189189
"188","RJ6","E09000006",0.035031847133758,0.0392156862745098
"189","RJ6","E09000008",0.902866242038217,0.782068965517241
"190","RJ6","E09000022",0.0222929936305732,0.0198019801980198
"191","RJ6","E09000024",0.017515923566879,0.0325443786982249
"192","RJ6","E09000029",0.0222929936305732,0.0453074433656958
"193","RJ7","E09000008",0.0808080808080808,0.0662068965517241
"194","RJ7","E09000021",0.0336700336700337,0.0680272108843537
"195","RJ7","E09000022",0.127946127946128,0.107496463932108
"196","RJ7","E09000024",0.358585858585859,0.630177514792899
"197","RJ7","E09000029",0.0387205387205387,0.0744336569579288
"198","RJ7","E09000032",0.343434343434343,0.507462686567164
"199","RJ7","E10000030",0.0168350168350168,0.00547645125958379
"200","RJC","E10000031",1,0.401081081081081
"201","RJE","E06000021",0.396039603960396,1
"202","RJE","E06000049",0.021039603960396,0.0249266862170088
"203","RJE","E10000028",0.582920792079208,0.379227053140097
"204","RJL","E06000011",0.0291545189504373,0.0263157894736842
"205","RJL","E06000012",0.24198250728863,1
"206","RJL","E06000013",0.60932944606414,1
"207","RJL","E10000019",0.119533527696793,0.0756457564575646
"208","RJN","E06000049",1,0.343108504398827
"209","RJR","E06000050",1,0.633699633699634
"210","RJZ","E09000004",0.0536684782608696,0.177130044843049
"211","RJZ","E09000006",0.313858695652174,0.823529411764706
"212","RJZ","E09000008",0.0421195652173913,0.0855172413793103
"213","RJZ","E09000011",0.0176630434782609,0.0573951434878587
"214","RJZ","E09000022",0.237771739130435,0.495049504950495
"215","RJZ","E09000023",0.0767663043478261,0.16966966966967
"216","RJZ","E09000028",0.247961956521739,0.493243243243243
"217","RJZ","E10000016",0.0101902173913043,0.00727096461463888
"218","RK5","E10000007",0.284848484848485,0.0453667953667954
"219","RK5","E10000024",0.715151515151515,0.154855643044619
"220","RK9","E06000026",0.565789473684211,1
"221","RK9","E06000052",0.298245614035088,0.310502283105023
"222","RK9","E10000008",0.135964912280702,0.0844686648501362
"223","RKB","E08000026",0.721194879089616,1
"224","RKB","E10000018",0.0284495021337127,0.0215285252960172
"225","RKB","E10000021",0.0213371266002845,0.0113981762917933
"226","RKB","E10000031",0.229018492176387,0.174054054054054
"227","RKE","E09000003",0.123644251626898,0.0607675906183369
"228","RKE","E09000007",0.0433839479392625,0.0515463917525773
"229","RKE","E09000010",0.0260303687635575,0.0161073825503356
"230","RKE","E09000012",0.0542299349240781,0.0434027777777778
"231","RKE","E09000014",0.379609544468547,0.284552845528455
"232","RKE","E09000019",0.373101952277657,0.473829201101928
"233","RL4","E08000027",0.0183098591549296,0.0294117647058824
"234","RL4","E08000030",0.102816901408451,0.10960960960961
"235","RL4","E08000031",0.690140845070423,1
"236","RL4","E10000028",0.188732394366197,0.107890499194847
"237","RLQ","E06000019",1,1
"238","RLT","E10000018",0.131720430107527,0.0527448869752422
"239","RLT","E10000031",0.868279569892473,0.349189189189189
"240","RM1","E10000020",0.969101123595506,0.467479674796748
"241","RM1","E10000029",0.0308988764044944,0.0148448043184885
"242","RM3","E08000001",0.025531914893617,0.0216998191681736
"243","RM3","E08000002",0.0787234042553192,0.103641456582633
"244","RM3","E08000005",0.0446808510638298,0.0484988452655889
"245","RM3","E08000006",0.731914893617021,0.769574944071588
"246","RM3","E08000009",0.0787234042553192,0.0783898305084746
"247","RM3","E08000010",0.0404255319148936,0.0324786324786325
"248","RMC","E08000001",0.805059523809524,0.978300180831826
"249","RMC","E08000002",0.0267857142857143,0.0504201680672269
"250","RMC","E08000006",0.0669642857142857,0.100671140939597
"251","RMC","E08000010",0.101190476190476,0.116239316239316
"252","RMP","E08000008",0.897435897435897,0.92756183745583
"253","RMP","E10000007",0.102564102564103,0.0579150579150579
"254","RN3","E06000030",0.716937354988399,1
"255","RN3","E06000054",0.250580046403712,0.342857142857143
"256","RN3","E10000013",0.0324825986078886,0.0274509803921569
"257","RN5","E06000037",0.0886075949367089,0.308823529411765
"258","RN5","E10000014",0.911392405063291,0.315789473684211
"259","RN7","E09000004",0.143302180685358,0.20627802690583
"260","RN7","E10000016",0.856697819314642,0.266602035870092
"261","RNA","E08000027",0.75717017208413,0.895927601809955
"262","RNA","E08000028",0.160611854684512,0.129429892141757
"263","RNA","E10000028",0.0554493307839388,0.0233494363929147
"264","RNA","E10000034",0.0267686424474187,0.0193905817174515
"265","RNN","E10000006",1,0.612531969309463
"266","RNQ","E10000018",0.0616570327552987,0.0344456404736276
"267","RNQ","E10000021",0.938342967244701,0.370060790273556
"268","RNS","E10000021",1,0.589665653495441
"269","RNZ","E06000054",0.869565217391304,0.253968253968254
"270","RNZ","E06000059",0.130434782608696,0.0718562874251497
"271","RP5","E08000017",0.767097966728281,0.958429561200924
"272","RP5","E08000018",0.022181146025878,0.0229885057471264
"273","RP5","E10000024",0.210720887245841,0.149606299212598
"274","RPA","E06000035",0.698656429942418,0.973262032085562
"275","RPA","E10000016",0.301343570057582,0.0761027629665536
"276","RPY","E10000030",1,0.00930996714129244
"277","RQ3","E08000025",1,0.0124555160142349
"278","RQM","E09000005",0.0110132158590308,0.0079428117553614
"279","RQM","E09000009",0.0748898678414097,0.0762331838565022
"280","RQM","E09000013",0.079295154185022,0.233766233766234
"281","RQM","E09000018",0.395374449339207,0.819634703196347
"282","RQM","E09000020",0.179515418502203,0.599264705882353
"283","RQM","E09000022",0.0110132158590308,0.0141442715700141
"284","RQM","E09000027",0.0980176211453744,0.423809523809524
"285","RQM","E09000032",0.118942731277533,0.26865671641791
"286","RQM","E09000033",0.0319383259911894,0.069377990430622
"287","RQW","E10000012",0.650602409638554,0.137334689725331
"288","RQW","E10000015",0.349397590361446,0.079191698525396
"289","RQX","E09000012",0.808731808731809,0.675347222222222
"290","RQX","E09000014",0.0582120582120582,0.0455284552845528
"291","RQX","E09000019",0.0498960498960499,0.0661157024793388
"292","RQX","E09000025",0.0415800415800416,0.0269905533063428
"293","RQX","E09000031",0.0415800415800416,0.0325732899022801
"294","RR7","E08000024",0.115273775216138,0.0793650793650794
"295","RR7","E08000037",0.884726224783862,0.953416149068323
"296","RR8","E08000032",0.016260162601626,0.0168598524762908
"297","RR8","E08000034",0.0182926829268293,0.0293637846655791
"298","RR8","E08000035",0.965447154471545,0.914340712223292
"299","RRF","E08000010",0.913761467889908,0.851282051282051
"300","RRF","E10000017",0.0862385321100917,0.0263896687254351
"301","RRK","E08000025",0.703542392566783,0.862277580071174
"302","RRK","E08000027",0.00958188153310104,0.0746606334841629
"303","RRK","E08000028",0.0171312427409988,0.0909090909090909
"304","RRK","E08000029",0.15650406504065,1
"305","RRK","E08000030",0.0185830429732869,0.0960960960960961
"306","RRK","E10000028",0.063588850174216,0.176328502415459
"307","RRK","E10000031",0.0110336817653891,0.0410810810810811
"308","RRK","E10000034",0.0200348432055749,0.0955678670360111
"309","RRV","E09000003",0.0537848605577689,0.0287846481876333
"310","RRV","E09000005",0.0239043824701195,0.00953137410643368
"311","RRV","E09000007",0.296812749003984,0.384020618556701
"312","RRV","E09000010",0.0537848605577689,0.036241610738255
"313","RRV","E09000012",0.0776892430278884,0.0677083333333333
"314","RRV","E09000014",0.0697211155378486,0.0569105691056911
"315","RRV","E09000019",0.310756972111554,0.429752066115702
"316","RRV","E09000033",0.0916334661354582,0.110047846889952
"317","RRV","E10000015",0.0219123505976096,0.00600764609503004
"318","RT3","E09000005",0.303571428571429,0.0270055599682288
"319","RT3","E09000009",0.241071428571429,0.0302690582959641
"320","RT3","E09000015",0.241071428571429,0.0321428571428571
"321","RT3","E09000017",0.214285714285714,0.041958041958042
"322","RTD","E06000057",0.040983606557377,0.051413881748072
"323","RTD","E08000021",0.819672131147541,1
"324","RTD","E08000022",0.108606557377049,0.179054054054054
"325","RTD","E08000037",0.0307377049180328,0.046583850931677
"326","RTE","E10000013",1,0.972549019607843
"327","RTF","E06000057",0.602941176470588,0.948586118251928
"328","RTF","E08000022",0.397058823529412,0.820945945945946
"329","RTG","E06000015",0.38406374501992,1
"330","RTG","E10000007",0.315537848605578,0.382239382239382
"331","RTG","E10000018",0.0422310756972112,0.0570505920344456
"332","RTG","E10000028",0.258167330677291,0.260869565217391
"333","RTH","E06000060",0.0209003215434084,0.0247148288973384
"334","RTH","E10000021",0.0610932475884244,0.0288753799392097
"335","RTH","E10000025",0.918006430868167,0.925445705024311
"336","RTK","E10000030",1,0.33789704271632
"337","RTP","E10000030",0.547495682210708,0.173603504928806
"338","RTP","E10000032",0.452504317789292,0.381924198250729
"339","RTR","E06000002",0.515862068965517,1
"340","RTR","E06000003",0.307586206896552,1
"341","RTR","E06000004",0.0206896551724138,0.0476190476190476
"342","RTR","E10000023",0.155862068965517,0.160968660968661
"343","RTX","E10000006",0.655844155844156,0.387468030690537
"344","RTX","E10000017",0.344155844155844,0.0892756878158338
"345","RVJ","E06000023",0.416267942583732,0.438287153652393
"346","RVJ","E06000024",0.0885167464114833,0.205555555555556
"347","RVJ","E06000025",0.495215311004785,0.858921161825726
"348","RVR","E09000008",0.0549777117384844,0.0510344827586207
"349","RVR","E09000024",0.106983655274889,0.21301775147929
"350","RVR","E09000029",0.389301634472511,0.84789644012945
"351","RVR","E10000030",0.448736998514116,0.16538882803943
"352","RVV","E06000035",0.0106382978723404,0.0267379679144385
"353","RVV","E10000016",0.98936170212766,0.45079980610761
"354","RVW","E06000001",0.306691449814126,1
"355","RVW","E06000004",0.557620817843866,0.952380952380952
"356","RVW","E06000047",0.135687732342007,0.117932148626817
"357","RVY","E08000014",0.568783068783069,0.37521815008726
"358","RVY","E10000017",0.431216931216931,0.0915216170690623
"359","RW6","E08000002",0.200414651002073,0.812324929971989
"360","RW6","E08000003",0.13890808569454,0.221122112211221
"361","RW6","E08000004",0.347615756738079,0.956273764258555
"362","RW6","E08000005",0.27643400138217,0.92378752886836
"363","RW6","E08000006",0.0255701451278507,0.0827740492170022
"364","RW6","E10000017",0.0110573600552868,0.00898371701291409
"365","RWA","E06000010",0.543321299638989,1
"366","RWA","E06000011",0.456678700361011,0.66578947368421
"367","RWD","E10000019",0.973300970873786,0.739852398523985
"368","RWD","E10000024",0.0266990291262136,0.0144356955380577
"369","RWE","E06000016",0.520713830465265,1
"370","RWE","E10000018",0.479286169534736,0.809472551130248
"371","RWF","E10000011",0.0771084337349398,0.0634920634920635
"372","RWF","E10000016",0.92289156626506,0.185651963160446
"373","RWG","E09000015",0.0162932790224033,0.019047619047619
"374","RWG","E09000017",0.0193482688391039,0.0332167832167832
"375","RWG","E10000015",0.964358452138493,0.517203713817586
"376","RWH","E06000056",0.0833333333333333,0.0746887966804979
"377","RWH","E10000015",0.916666666666667,0.216275259421081
"378","RWJ","E06000049",0.0203703703703704,0.0161290322580645
"379","RWJ","E08000007",0.851851851851852,0.795847750865052
"380","RWJ","E10000007",0.127777777777778,0.0666023166023166
"381","RWP","E10000031",0.0476900149031297,0.0345945945945946
"382","RWP","E10000034",0.95230998509687,0.885041551246537
"383","RWW","E06000006",0.262443438914027,0.502164502164502
"384","RWW","E06000007",0.69683257918552,1
"385","RWW","E08000013",0.0407239819004525,0.0697674418604651
"386","RWY","E08000033",0.449248120300752,1
"387","RWY","E08000034",0.550751879699248,0.477977161500816
"388","RX1","E06000018",0.436485195797517,1
"389","RX1","E10000007",0.0458452722063037,0.0463320463320463
"390","RX1","E10000018",0.0219675262655205,0.0247578040904198
"391","RX1","E10000024",0.495702005730659,0.681102362204724
"392","RXC","E10000011",1,0.742063492063492
"393","RXF","E08000034",0.334867663981588,0.474714518760196
"394","RXF","E08000035",0.0563866513233602,0.0471607314725698
"395","RXF","E08000036",0.608745684695052,1
"396","RXH","E06000043",0.485254691689008,1
"397","RXH","E10000011",0.262734584450402,0.194444444444444
"398","RXH","E10000032",0.25201072386059,0.137026239067055
"399","RXK","E08000025",0.427703523693803,0.125266903914591
"400","RXK","E08000028",0.572296476306197,0.725731895223421
"401","RXL","E06000009",0.470472440944882,1
"402","RXL","E10000017",0.529527559055118,0.151038742279618
"403","RXN","E10000017",1,0.316114542391915
"404","RXP","E06000005",0.174740484429066,1
"405","RXP","E06000047",0.769896193771626,0.718901453957997
"406","RXP","E10000023",0.055363321799308,0.0455840455840456
"407","RXQ","E06000060",0.933110367892977,0.53041825095057
"408","RXQ","E10000015",0.0334448160535117,0.00546149645002731
"409","RXQ","E10000025",0.0334448160535117,0.0162074554294976
"410","RXR","E06000008",0.351134846461949,1
"411","RXR","E10000017",0.648865153538051,0.272880404267266
"412","RXW","E06000020",0.395522388059701,1
"413","RXW","E06000051",0.604477611940298,1
"414","RYJ","E09000005",0.23394495412844,0.243050039714059
"415","RYJ","E09000007",0.018348623853211,0.0618556701030928
"416","RYJ","E09000009",0.149847094801223,0.219730941704036
"417","RYJ","E09000013",0.180428134556575,0.766233766233766
"418","RYJ","E09000015",0.0374617737003058,0.0583333333333333
"419","RYJ","E09000017",0.02217125382263,0.0506993006993007
"420","RYJ","E09000018",0.040519877675841,0.121004566210046
"421","RYJ","E09000020",0.0833333333333333,0.400735294117647
"422","RYJ","E09000027",0.0137614678899083,0.0857142857142857
"423","RYJ","E09000032",0.0099388379204893,0.0323383084577114
"424","RYJ","E09000033",0.201834862385321,0.631578947368421
"425","RYJ","E10000015",0.00840978593272171,0.00600764609503004
"426","RYR","E10000032",1,0.46064139941691
